"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"RCSD1",183.017214845887,0.973522891164313,0.414963826583977,0.000206009128999995,0.0150709500221942
"HAVCR2",263.69913439799,0.972951556153485,0.493293492161419,0.000365833926661727,0.0212910156183414
"GBP1",1558.56522757176,0.966963897091447,0.702743867725384,0.000971212728783564,0.0434319981057108
"JAK2",453.010222598156,0.962555708341071,0.216197770374434,3.32461656843262e-06,0.000708618274300209
"THEMIS2",300.466278476961,0.962407484539363,0.29213013927978,4.75025796119982e-05,0.00551773312744545
"PIGR",28230.2948270809,0.959925993017997,0.601924881693606,0.000678299561597328,0.0329227001718367
"CASP1",344.440773572097,0.951984302359231,0.432224518613837,0.000256122551625048,0.0172982852562563
"CD37",111.021278180841,0.949337071733255,0.601328047110521,0.000699700504472477,0.0336759081507399
"GVINP1",194.119198570973,0.947566328322357,0.602693754940267,0.000707934509678413,0.0338735311161578
"B2M",37525.6139410349,0.941314130444144,0.369073781164692,0.000151151825871547,0.0126156480990873
"NCKAP1L",448.756411245032,0.939612770493127,0.436004171923344,0.000275416784753886,0.0178661670805565
"FAM46C",541.980037334467,0.93280088427555,0.41259392246957,0.00023398903809231,0.0163492945484765
"RASSF4",361.83489125699,0.932055955745929,0.384471504077711,0.000182575579344915,0.0141341056990978
"TLR7",91.8291487701919,0.924123923704857,0.439640532136723,0.000298822312499777,0.0187903133821699
"CD8A",105.203325860373,0.919783792374957,0.688471708335784,0.00107647694057634,0.0467794139596234
"SCPEP1",547.642653351679,0.910205485559547,0.374137477437772,0.000179622985928412,0.0141051313160627
"PLEKHO1",264.853296935158,0.902321686979252,0.296649094961604,7.09438012276562e-05,0.0074636517035147
"LCP1",2478.24455011425,0.890308344027937,0.323433708526326,0.000110356560122559,0.0101751228355699
"PIK3CG",206.835748462753,0.886634997080992,0.302923754891571,8.44931818469272e-05,0.00840425515437435
"TBXAS1",256.827758116973,0.884450814933018,0.238448285700967,2.22337194722126e-05,0.00325803396408887
"LAPTM5",2047.65642002242,0.875630236739618,0.376736036186074,0.000210233432940311,0.0151997845877374
"ITGAM",347.970118193893,0.86666676318814,0.407601696129407,0.000285107179511219,0.0182069222962573
"GPSM3",190.114659057952,0.864210541371148,0.356066290230537,0.000179162509275107,0.0141051313160627
"OSCAR",58.6924732067708,0.859042622466285,0.589370171176466,0.000889764699444452,0.0404510200755744
"ST8SIA4",296.099793866465,0.855751860633418,0.471604584623364,0.000472587999612631,0.0259401814369314
"KCTD12",1311.41849003723,0.852790197443754,0.157535457154483,4.56078436954783e-08,2.59585719188507e-05
"BCAT1",1083.68802677026,0.8480935499887,0.375597961239832,0.000230930556747076,0.016336346109194
"IGSF6",184.237118213454,0.83646708526893,0.536567143825037,0.000739821021219571,0.0350923196539179
"GAB3",77.9293112136023,0.836214659189644,0.461065619938234,0.00047166321209807,0.0259401814369314
"FAM129A",588.445555139378,0.825518454686361,0.316433728788725,0.000134175292846704,0.0119031616551357
"IL10RA",413.127653823803,0.824302508614636,0.586807725931539,0.000988755254152254,0.0438427103978729
"SAMHD1",1040.02789661067,0.82156994519176,0.381534191970413,0.000269402940921724,0.0176153030534157
"CTSC",2977.11049161856,0.819959872628119,0.1811180907196,2.67941194083822e-06,0.000619359278493478
"LHFPL2",976.690854294553,0.817420687847425,0.179317378060062,2.40408257594607e-06,0.000571823235310535
"NFAM1",232.589105701629,0.816349027749798,0.604542983041287,0.00109982920629976,0.0475010445626097
"TNFRSF1B",948.031968156498,0.810646076660894,0.36528790553565,0.000241864222707047,0.0166784690044876
"GPR132",60.1626265545562,0.802767505201758,0.604867867755259,0.00115419290744972,0.0492530099979362
"HIST1H4F",73.0218650780206,0.80096314793938,0.568458802746672,0.000982739660789677,0.043709277270678
"HLA-E",7641.56648953396,0.800732915856504,0.268730524978311,7.54211870849401e-05,0.00768827653688221
"ARHGAP30",265.017525384603,0.797558300513889,0.445845252462864,0.000487156170513111,0.0264741955975536
"TAGAP",136.308477480689,0.797453679036622,0.396340495439334,0.000334689103522786,0.0202598302321257
"SECTM1",414.119180169718,0.795245110306164,0.424740717900149,0.000421846908497268,0.0238736257319212
"TYROBP",386.396203336092,0.787159705145586,0.484644367886301,0.000651833822282901,0.0320296308122963
"STAT1",5535.75423032427,0.787049864852401,0.536217107393414,0.000876084603993903,0.0402717224749735
"FYB",845.767698614183,0.785125013717377,0.460850680112685,0.00056392217327359,0.0293549810194173
"CCRL2",108.523216228437,0.779484993842999,0.554911744010057,0.000991082473654084,0.0438427103978729
"STAT5A",311.015478077243,0.772883415482014,0.275588722365399,9.71906251123833e-05,0.00928760360687045
"C10orf54",444.006949793335,0.771301092602978,0.240458970632984,5.18480374889221e-05,0.00578863939638224
"SLC7A7",488.443698853129,0.757326789413096,0.368245655341783,0.000305228093690106,0.0190471614967377
"SEMA4D",490.738090939844,0.749446151131784,0.172929909638329,4.94301659195398e-06,0.00095440927420175
"EPB41L3",297.626887372319,0.74784502938094,0.458962501799573,0.000637251900181386,0.0315969129479665
"DOCK11",430.706357356859,0.745688009767564,0.309132462666168,0.000173281685431365,0.0137386426149737
"OLFML2B",194.331579672957,0.739983857995023,0.336899441516307,0.000241390279328629,0.0166784690044876
"ENTPD1",539.602211064212,0.739111200136701,0.362341786147533,0.000310352168227613,0.0191608688513224
"LIMD2",152.379374851038,0.737743999338032,0.377503864636849,0.000357296060323939,0.020942653364416
"ARHGAP15",96.1341046055036,0.730295991994267,0.478658978159418,0.000771573335782828,0.0364929728728178
"CORO1A",383.89279263465,0.729726457738468,0.345840691261047,0.000275249102128419,0.0178661670805565
"EVI2B",195.39335955654,0.718083450364065,0.484024725481268,0.000834746606718583,0.0389200605382539
"ALOX5AP",289.815857069758,0.714161909949924,0.413898003132799,0.000524961007137864,0.0277924517714407
"PPP1R18",571.73452451383,0.711457077626227,0.201747093124521,2.92461700546136e-05,0.00410246276013947
"DOCK10",341.113001290576,0.70869972016315,0.423803125038132,0.000577094928810032,0.0297017945506417
"PLEK",502.754441232727,0.7049494457995,0.376868446506905,0.000403449867958165,0.0232330499401032
"LINC01094",75.2340138961186,0.700273855765828,0.528652694990707,0.00115539902810172,0.0492530099979362
"SRGN",2023.88228592462,0.62011561849438,0.320558648052574,0.000335771010427625,0.0202598302321257
"CASP4",991.426234127194,0.60274155008103,0.267435700649754,0.000194911697516148,0.0145404126347046
"PLCB2",199.989136369099,0.588017038481171,0.382125632842657,0.000680038713030261,0.0329227001718367
"MAP3K8",190.303665619526,0.572950484045766,0.370534445208402,0.0006588887371523,0.0322796476243091
"RAB8B",601.790706629781,0.539885243046497,0.338919206957533,0.000575386413916915,0.0297017945506417
"TGM2",7237.78302347554,0.538208048450567,0.333639010668803,0.000551252510811111,0.028812599386726
"CD68",1886.8087087315,0.529049312371048,0.389205028807721,0.0009416120066719,0.0424553193777451
"RGS10",166.902830656072,0.502942003897408,0.388666045692526,0.00106474001151091,0.0465987015171122
"XIRP2",42.2323277433887,-0.547410227648591,0.985442076554003,0.000944657662591334,0.0424759494752027
"GNAI1",673.160302263238,-0.615177972850264,0.302110809030517,0.000281180292091368,0.018056777794511
"C5",4485.52473515115,-0.75391713063295,0.568933049980124,0.00116371781688165,0.04947911090845
"FGFR3",573.997986828914,-0.801525084949132,0.422967105304161,0.000406925814696366,0.0233512813664222
"FOXA1",430.183454984093,-1.01291960253516,0.243517630857716,7.8586406190056e-06,0.00134350010249083
"IGFBP1",427.335685278387,-1.0164996891976,0.830444260116606,0.00112882029858864,0.0484979024618762
"IGF1",601.924505323323,-1.02675326877545,0.820617536217274,0.0010774200875419,0.0467794139596234
"KNG1",7431.95967885429,-1.03020946846816,0.857776754500811,0.001125159092973,0.0484674830285376
"CYP2D6",356.842754134919,-1.03825706337264,0.921935649944455,0.00114892274788024,0.0492326896559019
"RPTN",48.3884803808718,-1.05050967192494,1.14955069834263,0.000578409167552697,0.0297017945506417
"RORC",851.818670886977,-1.05293360538705,0.306397726885471,3.70157685387332e-05,0.00486002234606152
"LBP",2653.69208459158,-1.05337662051108,0.739697801430197,0.000830436365124767,0.0388584160961533
"UGT2B7",3108.46537492355,-1.05390240480231,0.827398226078003,0.00100500570419255,0.0443391226269036
"PON1",1292.65809518267,-1.0566593990573,0.799403554363203,0.000947335594858548,0.0424799775486844
"HSD17B13",1729.35894997646,-1.05766984930352,0.945513365810058,0.00108749695997221,0.0470923485674511
"GLDC",494.392336327807,-1.05927073927014,0.749609386705994,0.000837724067536303,0.0389482362504414
"AOC4P",21.5826878073999,-1.05958979233852,1.07135221225044,0.000872958078460213,0.0402443482687894
"PKLR",512.250344998092,-1.07936360839306,0.797397104106424,0.000881689386692712,0.0402717224749735
"CYP7A1",551.870006627809,-1.09846420185634,0.829134967260386,0.000883367054045239,0.0402717224749735
"C9",4875.55521639395,-1.10386100130117,0.836740476044735,0.00088006357202098,0.0402717224749735
"SLC17A2",184.166444327908,-1.10666888368799,1.00662745414565,0.00090911919446246,0.0412167519876185
"CPS1",18032.2358536068,-1.11518196633873,0.948511740862827,0.000926284422106702,0.0418792835691879
"CYP4A22",206.380297995266,-1.13442123809864,1.0787033791273,0.000722065029033894,0.0344492187689077
"GSTA1",1797.99153270197,-1.14386783384685,0.7338674436504,0.00062251876362204,0.0309599331774694
"HAO2",402.596059796596,-1.14952708441337,0.940341214471105,0.00084127200532706,0.0390027009927336
"UGT2B15",2197.7166880092,-1.15064471702892,0.674968508380445,0.000504651037773605,0.0270664471632039
"C6",3230.96360050555,-1.19698942186211,0.796167457577966,0.000620605334981125,0.0309599331774694
"A1BG",4775.45206452124,-1.19848275288215,0.775790553930322,0.000590267033560078,0.0300852874372298
"UGT1A9",286.041501558293,-1.1987274377754,0.745288351102656,0.000545646628176112,0.0286107107400203
"CYP3A4",6880.50903781337,-1.2081548292882,0.721773750988278,0.000495681595496913,0.0267687775998553
"MBL2",750.336457999214,-1.21025204942924,0.86981860568058,0.000674442604024313,0.0329227001718367
"APOC3",8209.72853166784,-1.21144826401429,0.95090402738971,0.000706049000714187,0.0338735311161578
"DDIT4L",137.612798504741,-1.21442975800154,0.572192921720601,0.000264387743585704,0.0174964985795507
"ITIH2",7679.18251668126,-1.21584238269016,0.82213502287445,0.000617691630049416,0.0309599331774694
"APOH",14633.2908730963,-1.22921635761842,0.850821627210243,0.00062224098670237,0.0309599331774694
"FABP1",1990.90606199827,-1.23671659877993,0.852636156971064,0.000610278912489311,0.0309132639252302
"CFHR4",379.752555898542,-1.2432690966667,0.923378803372638,0.000640440440755857,0.0316593629930275
"LECT2",272.249202167448,-1.25653892541358,0.946343569831833,0.000620401843555894,0.0309599331774694
"ENO3",150.510068997255,-1.26492706760408,0.606551000614892,0.000267699581755841,0.0175739421431074
"SERPINA7",689.54277457842,-1.27051402555421,0.897832863000898,0.000581891679196116,0.0297507982522326
"SERPINF2",3253.9900349459,-1.27249866619216,0.766143872310071,0.000462630391458107,0.0255646127427961
"TMPRSS6",580.001802405595,-1.27848778537404,0.626853850087802,0.000281655807664807,0.018056777794511
"PCSK9",400.746121536847,-1.28081784963675,0.387397522722729,4.27787302848764e-05,0.0053188221320863
"F9",2109.65019761531,-1.2816128448399,0.826654546284319,0.000512791350460353,0.0273809774019966
"KRT14",159.615032328518,-1.28500256555616,1.05666962167279,0.000520600253567818,0.0276507811053561
"F11",460.055656442948,-1.29745322811616,0.911079789025274,0.000543161873241599,0.02857170725526
"APOA2",7813.60138329533,-1.33381780727454,0.950868271400327,0.000495838922151841,0.0267687775998553
"SLC22A7",983.404360136307,-1.34009746976053,0.983344302794498,0.000484358141565456,0.026409587439775
"FGA",74585.6073617759,-1.34702331879414,0.606965009074403,0.000206614900986699,0.0150709500221942
"ITIH3",4940.94283844977,-1.34864955091465,0.709250196909578,0.000311699003770648,0.0191608688513224
"SLC38A3",682.691230542063,-1.36505687857836,0.918828157305725,0.000447053000569328,0.0249166786448013
"INHBC",558.496645941992,-1.36842359916934,0.954583297351361,0.000447868644907165,0.0249166786448013
"ABCG5",134.568055833418,-1.36892290133276,0.805710015964215,0.000379512983923707,0.0220090709970172
"SPP2",360.78962274812,-1.37456502392566,1.01778401820355,0.000427384594341707,0.0240213560353976
"PZP",190.654493291166,-1.38873209882554,0.964096135806309,0.000421620013895958,0.0238736257319212
"AGXT",2211.28869686829,-1.38988236972414,0.915432463467099,0.000414235254791159,0.0236056562556684
"SRD5A2",186.130004445229,-1.3905602666954,0.749745945140511,0.00031022635198216,0.0191608688513224
"APOB",43810.4784906764,-1.39331813230746,0.799326522792902,0.000347800865165701,0.0208325102156915
"TFR2",2500.94732116971,-1.40762228485285,0.71152326247975,0.000261888195659598,0.0174012512840702
"VTN",14412.4934101106,-1.41610792617468,0.576369537285774,0.00013963892253566,0.0120349699391133
"APOF",731.159190828725,-1.41698587828951,0.80834376665392,0.000329863486274984,0.0200508130990557
"FGB",48983.8635441448,-1.42625046325297,0.558979942288876,0.00012136386454884,0.0111275069551707
"LPA",781.919934207236,-1.45003941818854,0.94255225953044,0.000349719121207583,0.0208712371536685
"CYP2E1",12190.6309285891,-1.45155406448161,0.804337332579687,0.000294253229682883,0.0186458841913339
"SLC39A5",272.856095911097,-1.45237729448115,0.944697804747151,0.000347423777878898,0.0208325102156915
"SLC30A10",176.800467921102,-1.46537298866342,0.861453115697503,0.000311720203710887,0.0191608688513224
"SLC22A1",1615.32202545286,-1.46712049466399,0.647733439759613,0.000169520866396839,0.0135715924844143
"ADH4",6212.23754169751,-1.46955868196424,0.839306306207176,0.000297471754676214,0.0187773324528693
"HPD",3204.94567583406,-1.47086393338968,0.69774992125903,0.000204704331383558,0.0150655044245155
"SERPINC1",6737.05742005151,-1.48674996630506,0.835759165576015,0.000280371838056922,0.018056777794511
"RDH16",1809.78923938395,-1.48928038944298,0.689314190141688,0.000187086013162234,0.0142435353795607
"GLYAT",516.894316976703,-1.50808884549498,0.967029480422205,0.000293091524051962,0.0186442561734139
"RBP4",9414.18406475171,-1.51781702012611,0.829599893688207,0.000251722943757436,0.0171154826259534
"SLC38A4",1589.09829741812,-1.52670315575206,0.723772791754794,0.000187281994038068,0.0142435353795607
"AMBP",14651.8533920741,-1.52832048760276,0.790751084032399,0.000224704144056022,0.0159845510040308
"SERPINA11",705.022899760733,-1.53865575989745,0.848195802178015,0.000243292771848591,0.0167067823078622
"AKR1D1",778.377035858679,-1.55062855484984,1.02919020554635,0.00024694466595229,0.0168868994067041
"HMGCS2",4552.19139378853,-1.55274007260198,0.852101980350765,0.00023410213373702,0.0163492945484765
"APOA1",28752.6991458386,-1.55893849139836,0.86328996477772,0.000233291234729053,0.0163492945484765
"H19",1971.89711971944,-1.57194384537056,0.682453468114103,0.000138957204633267,0.0120349699391133
"DRAIC",22.8655031332307,-1.59480001770294,0.828186473785439,0.000196536805141692,0.0145953033754998
"GC",13356.857527888,-1.59754740529521,0.794682614537892,0.000181669411960966,0.0141306084791629
"ORM2",3993.26477045008,-1.59798416115495,0.715969759267388,0.000144520259128612,0.0122261159423649
"CYP3A7",543.798773004129,-1.61375246715342,0.974074264915018,0.000209023267680718,0.0151791587131679
"DPYS",1309.15892073051,-1.6243633586128,0.865820760786953,0.000189636126166762,0.0142766426727014
"SLC2A2",3235.93589241915,-1.63067254350867,0.777548498935036,0.000156314286888888,0.0127633337135345
"HGFAC",439.269242629364,-1.63703023278491,0.748872523080072,0.00014125931948058,0.0120349699391133
"PLG",11616.2841877241,-1.64561651794531,0.732768875163122,0.000130464161589066,0.0117004252459003
"PRG4",641.944045857251,-1.67814712137862,0.893688751462911,0.000163941797423589,0.0132542501444135
"GSTA2",1189.14109132789,-1.7090151222006,0.934037091603464,0.000151681544890182,0.0126156480990873
"TF",48080.124113245,-1.71692522387715,0.586209386809879,4.92208406243928e-05,0.00564903801627646
"ALDH8A1",612.700378832014,-1.73587447107363,0.558122935359322,3.66096448088895e-05,0.00484546363389915
"HRG",12292.5124852275,-1.74155680146697,0.761052630313919,0.000102533540101648,0.00961588834370429
"ACSM2A",769.335303313513,-1.74886170796908,0.938686181305396,0.000132424302778425,0.0118116720499973
"FTCD",1163.88624157191,-1.749366413751,0.675010857121388,7.23874940445891e-05,0.00756702899528532
"SAA4",795.903135631521,-1.75213811310173,0.761709388154744,9.89945861751378e-05,0.00939132455668417
"CYP2C8",2927.1689903432,-1.75367912642746,0.789608587996412,0.000106188323848305,0.00990206119885442
"BHMT",1908.73742357478,-1.75568027763588,0.736107102461193,9.01765862189747e-05,0.00886538070779743
"ITIH1",5329.9842394929,-1.79066801951431,0.714570761434864,7.35467706267231e-05,0.00763955442737835
"F2",4314.38555184168,-1.79114340417976,0.615911458758395,4.4679079469977e-05,0.0053917136195681
"SLCO1B1",1871.83592401997,-1.83364203684082,0.710291544389215,6.16702170694957e-05,0.00665876054305634
"UGT2B4",2334.50377496443,-1.83962160299139,0.63546273581083,4.15276192237321e-05,0.00528069111467898
"AHSG",8688.62720668555,-1.88999397210552,0.686242753764491,4.46629078389178e-05,0.0053917136195681
"ACSM2B",1242.13174705644,-1.90847813713305,0.832904774267893,6.6626632742822e-05,0.00710049543230646
"ALB",410810.265925448,-1.91830813760745,0.71885307025062,4.61261671055566e-05,0.00544400672409255
"TTR",6645.77290683702,-1.92102849781787,0.697459654222052,4.16094800016087e-05,0.00528069111467898
"GOLGA6C",40.4347607833885,-1.92832478036009,0.730525793244557,4.64308299041741e-05,0.00544400672409255
"MAT1A",3619.06313176514,-1.93079891671058,0.733138187544101,4.64392481947939e-05,0.00544400672409255
"ADH1A",2745.02044528524,-1.95850480411346,0.773774467523447,4.77405620337103e-05,0.00551773312744545
"ALDOB",16440.4381212509,-2.01408903290463,0.700287002229593,2.87688187786318e-05,0.00407029184305952
"SERPIND1",2020.04279129909,-2.01552904781235,0.630926333958721,1.88547834569082e-05,0.00289200659901661
"CMYA5",151.410832058009,-2.04207743545611,0.278725572096717,4.51846095042525e-14,2.47251310131721e-10
"HPX",12193.9309128106,-2.06238500169014,0.596361660776053,1.11646459481944e-05,0.00177897251749288
"ADH6",1694.72905940951,-2.07585511575793,0.720016395014642,2.42069295002116e-05,0.00351578873413692
"CYP4A11",1109.79068081443,-2.08972872436189,0.804610904373882,3.04640738148576e-05,0.00420148218024742
"CYP2C9",3203.43333203718,-2.17697502802962,0.605154632063761,6.60093314926566e-06,0.00120371683161942
"UGT2B10",1723.09791293973,-2.18319419317768,0.511439506891961,1.27779687411028e-06,0.000369707937065572
"G6PC",1438.42677062021,-2.46728967557029,0.670549620530128,2.34815119026572e-06,0.000571823235310535
"AFM",1276.09642845279,-2.50229727077906,0.601515517396915,7.21463287302804e-07,0.000241646030024768
"CYP2B6",921.633527709599,-2.68868346579613,0.685902939178967,6.31081849627476e-07,0.000225159028610568
"DSG1",148.168539254684,-3.21510403812527,0.464567429459078,4.51958280767221e-14,2.47251310131721e-10
